Time,RPM,FuelFlow,Torque,OilTemperature,OilPressure,CHT,FaultID,EGT,Vibration,RunID,Throttle,EngineLoad,Altitude,AmbientTemp
0.0,-4.031857342104541,-2.337548384013811,-2.381949569275638,-2.878671247248868,-2.215155144604952,-3.1889731185966967,0,-3.372158535117711,0.24428082156136902,3,0.7522,0.5271,75.8543,20.8093
0.1,-3.9296231828868398,-2.2333438394829495,-1.2143378131036286,-2.71600051086287,-2.079977422006853,-3.1261105602905195,0,-3.3464107104855723,1.821696585089175,3,0.7522,0.5271,75.8543,20.8093
0.2,-3.7634577033929815,-2.1289935543303664,-2.334484283619687,-2.756219047388103,-2.1311112881083876,-3.0632480019843435,0,-3.3583798555610698,1.0531619247235238,3,0.7522,0.5271,75.8543,20.8093
0.3,-3.586970275647008,-1.9214589089989722,-1.1726129139800765,-2.6051984796268246,-1.9251279855632173,-3.000385443678167,0,-3.31004084598869,0.24109215108229057,3,0.7522,0.5271,75.8543,20.8093
0.4,-3.41220823333547,-1.713924263667578,-1.418464244647495,-2.5801458212574557,-1.857299916223806,-2.9375228853719904,0,-3.2828418366234025,0.8267012458012151,3,0.7522,0.5271,75.8543,20.8093
0.5,-3.239047082604927,-1.6884196548663182,-1.4689710783915073,-2.542524409086815,-1.7657650710948616,-2.8746603270658144,0,-3.24300968117898,-0.2564705934694259,3,0.7522,0.5271,75.8543,20.8093
0.6,-3.0682555937033436,-1.66306078668678,-1.5160936544037324,-2.5084297737386034,-1.6725179999928013,-2.8008432945828674,0,-3.195701585863241,-1.0757636818693879,3,0.7522,0.5271,75.8543,20.8093
0.7,-2.899585331003011,-1.4578579913029295,-0.8995161666364985,-2.4205923719163875,-1.5099698416185763,-2.727016777706694,0,-3.1274432049128786,-0.28829222335247445,3,0.7522,0.5271,75.8543,20.8093
0.8,-2.734377156794589,-1.252655195919079,-0.5633608448474702,-2.3599657502638762,-1.3768757469509965,-2.6531902608305207,0,-3.0595734753436137,0.19137492157176067,3,0.7522,0.5271,75.8543,20.8093
0.9,-2.5730393336262796,-1.167542672833732,-0.5686728443252121,-2.3314822315965382,-1.2800405552435103,-2.5793637439543473,0,-2.9941548843998813,0.6508688450977441,3,0.7522,0.5271,75.8543,20.8093
1.0,-2.4152938896346345,-1.0825758903701064,-0.33657273811227006,-2.2849922300105,-1.1597126159931304,-2.505537227078174,0,-2.9192696680362276,0.7222560188844606,3,0.7522,0.5271,75.8543,20.8093
1.1,-2.2617907600256983,-1.0451205505876848,-0.23311726441270283,-2.251760843382423,-1.0542596398841917,-2.48843686609054,0,-2.8434945058829757,0.6013468403104232,3,0.7522,0.5271,75.8543,20.8093
1.2,-2.1129215069526985,-1.0075194701835417,-0.4060571183775696,-2.2442719762804026,-0.9793308687150953,-2.47132702070968,0,-2.7706072211106254,-0.08727583335505726,3,0.7522,0.5271,75.8543,20.8093
1.3,-1.9677335178031654,-0.9551985869855288,0.27996191094949796,-2.164535831677909,-0.8172044718857187,-2.454226659722046,0,-2.6764376502018323,1.1015776560793278,3,0.7522,0.5271,75.8543,20.8093
1.4,-1.828658977372366,-0.9028777037875158,-0.39718950634617783,-2.203728799210846,-0.7990057759729355,-2.4371168143411857,0,-2.6097905256551392,0.44913663111522767,3,0.7522,0.5271,75.8543,20.8093
1.5,-1.6943777263386153,-0.9030234444092372,-1.0115393814291975,-2.2388785163281106,-0.7767468383224336,-2.420016453353552,0,-2.540100063175105,-2.1216475990071313,3,0.7522,0.5271,75.8543,20.8093
1.6,-1.5641063643558728,-0.9030234444092372,-0.6982170896533656,-2.19534348151484,-0.6607183488501341,-2.3582161470887595,0,-2.4489652666946458,-2.8204870331872107,3,0.7522,0.5271,75.8543,20.8093
1.7,-1.437647109060524,-0.7520361603057792,0.8008377307064493,-2.050760388183623,-0.4242234312619819,-2.2964158408239665,0,-2.3311511997297223,-0.06365364184678195,3,0.7522,0.5271,75.8543,20.8093
1.8,-1.318692403979283,-0.6010488762023208,-0.10511521248131295,-2.1142349927931585,-0.4404706931612879,-2.234625018952401,0,-2.2650949570285275,1.346389458983272,3,0.7522,0.5271,75.8543,20.8093
1.9,-1.2040549580284428,-0.5665083488543292,-0.28298151757473045,-2.115839750029306,-0.3839735309969059,-2.172824712687608,0,-2.1829814837076134,-1.1679097512239827,3,0.7522,0.5271,75.8543,20.8093
2.0,-1.0941753303878063,-0.5321135621280587,-0.18638023674966867,-2.094535214308042,-0.30191258325597187,-2.111033890816042,0,-2.0949710490924858,-0.7748573084967569,3,0.7522,0.5271,75.8543,20.8093
2.1,-0.989303888962187,-0.4472925202861546,-0.10652888976167983,-2.075311329348127,-0.2245728468379667,-2.0418357578344697,0,-2.0076661155437234,-1.4771457127868597,3,0.7522,0.5271,75.8543,20.8093
2.2,-0.8892853614842664,-0.3624714784442505,0.042849676197074055,-2.0506644716591635,-0.14299031517775593,-1.9726376248528965,0,-1.9194382996476431,-1.1049172405352485,3,0.7522,0.5271,75.8543,20.8093
2.3,-0.7942257471552006,-0.2891639457183437,0.07219418944105074,-2.036837735748636,-0.07684929201773803,-1.9034394918713242,0,-1.8346345682921474,-0.6743816509519164,3,0.7522,0.5271,75.8543,20.8093
2.4,-0.7037773741159911,-0.21600215361415834,0.2210586909342168,-2.013150043304266,-0.0012280765212791826,-1.8342413588897517,0,-1.748249882166086,-0.5560103937795947,3,0.7522,0.5271,75.8543,20.8093
2.5,-0.6173238459703337,-0.14648387705301036,0.9784470035670723,-1.937423947243593,0.1347302196822109,-1.7650527103014055,0,-1.6498321540425502,0.41217408352101176,3,0.7522,0.5271,75.8543,20.8093
